ENST00000003912	NIPAL3
ENST00000655038	LINC01235
ENST00000655112	AL136981.3
ENST00000655118	PPP1R26-AS1
ENST00000655407	AL353743.2
ENST00000655513	LINC01509
ENST00000655519	AL353730.1
ENST00000655564	VLDLR-AS1
ENST00000655578	AL353743.2
ENST00000655615	STX17-AS1
ENST00000655709	BX255923.2
ENST00000655860	C9orf135-DT
ENST00000655942	LINC01501
ENST00000656028	AL135923.2
ENST00000656036	AC007066.3
ENST00000656046	AL353743.2
ENST00000656141	LINC01474
ENST00000656504	C9orf147
ENST00000656691	LINC01501
ENST00000656770	AL133477.2
ENST00000656806	LNCARSR
ENST00000656832	SMC5-AS1
ENST00000656945	GLIDR
ENST00000656971	LINC02843
ENST00000657057	AL353743.2
ENST00000657066	GLIDR
ENST00000657084	LINC02843
ENST00000657190	STX17-AS1
ENST00000657269	VLDLR-AS1
ENST00000657430	AL353743.2
ENST00000657478	AL451127.2
ENST00000657557	AL451123.2
ENST00000657579	LINC00476
ENST00000657641	AL390791.1
ENST00000657742	VLDLR-AS1
ENST00000657756	AL158832.2
ENST00000657830	LINC02843
ENST00000657835	AL353743.2
ENST00000657969	PGM5-AS1
ENST00000657970	AL512649.2
ENST00000658132	AL158071.2
ENST00000658201	LINC01501
ENST00000658257	LERFS
ENST00000658390	AL137018.1
ENST00000658405	AL133477.1
ENST00000658474	LINC01474
ENST00000658557	AL138756.1
ENST00000658640	AL353743.2
ENST00000658693	CT70
ENST00000659218	LINC01508
ENST00000659359	CT70
ENST00000659401	AL669942.1
ENST00000659440	AL353743.2
ENST00000659571	FAM225B
ENST00000659615	LINC01509
ENST00000659743	AL512634.1
ENST00000659797	NAMA
ENST00000660143	LINC00476
ENST00000660231	GLIDR
ENST00000660241	AL354897.2
ENST00000660258	AL133476.1
ENST00000660288	AL356481.1
ENST00000660312	AL499604.1
ENST00000660402	C9orf135-DT
ENST00000660579	AL358053.1
ENST00000660617	AL358232.2
ENST00000660645	LINC00476
ENST00000660651	LINC02843
ENST00000660718	PPP1R26-AS1
ENST00000660864	AL353748.3
ENST00000660977	FAM225B
ENST00000661177	AL353774.1
ENST00000661197	AL583827.1
ENST00000661241	AL353743.2
ENST00000661307	ANKRD20A3P
ENST00000661542	AL353572.4
ENST00000661837	LINC02843
ENST00000661858	AL162253.2
ENST00000661860	LINC01235
ENST00000661900	BX470209.2
ENST00000661937	AL449403.2
ENST00000661986	CT70
ENST00000662063	C9orf135-DT
ENST00000662218	AL353743.2
ENST00000662325	AL590705.1
ENST00000662355	STX17-AS1
ENST00000662476	AL353743.2
ENST00000662507	AL355377.3
ENST00000662541	AL353743.2
ENST00000662542	AL162391.1
ENST00000662699	AL353743.2
ENST00000662737	AL583827.1
ENST00000662781	AL449043.1
ENST00000662817	LERFS
ENST00000662818	AL157936.1
ENST00000662996	AL512649.2
ENST00000663097	SNHG7
ENST00000663149	AL158071.3
ENST00000663346	LINC02843
ENST00000663382	AL512634.1
ENST00000663398	ARRDC1-AS1
ENST00000663432	LINC02843
ENST00000663552	AL353743.2
ENST00000663590	GLIDR
ENST00000663621	AL589678.1
ENST00000663687	LNCARSR
ENST00000663712	CDRT15P6
ENST00000663740	LINC01235
ENST00000663833	MIR31HG
ENST00000664022	SMC5-AS1
ENST00000664068	SMC2-AS1
ENST00000664229	LERFS
ENST00000664493	AL391117.1
ENST00000664603	LINC01501
ENST00000664638	LINC02843
ENST00000665115	AL353743.2
ENST00000665236	AL353743.2
ENST00000665289	LINC01501
ENST00000665356	LERFS
ENST00000665432	AL353743.2
ENST00000665506	LINC01501
ENST00000665514	LNCARSR
ENST00000665605	AL353743.2
ENST00000665623	AL158071.2
ENST00000665642	AL512625.3
ENST00000665733	LINC01501
ENST00000665890	CT70
ENST00000665892	GLIDR
ENST00000665997	CT70
ENST00000666068	LINC02603
ENST00000666177	LINC01501
ENST00000666235	ABBA01045074.2
ENST00000666264	AL158071.3
ENST00000666389	AL645768.1
ENST00000666564	AL161449.2
ENST00000666618	GLIDR
ENST00000666775	LERFS
ENST00000666824	AL353743.2
ENST00000666856	AL591506.1
ENST00000666862	LNCARSR
ENST00000666877	LINC01501
ENST00000666906	GLIDR
ENST00000666913	AL353748.3
ENST00000667142	AL353743.2
ENST00000667198	AL512634.1
ENST00000667253	AL512590.3
ENST00000667274	AL158071.2
ENST00000667349	LERFS
ENST00000667357	AL353637.2
ENST00000667369	AL512634.1
ENST00000667440	AL450467.1
ENST00000667498	LERFS
ENST00000667661	VLDLR-AS1
ENST00000667748	LINC01501
ENST00000667966	AL451127.2
ENST00000667968	GLIDR
ENST00000668069	AL513478.4
ENST00000668091	UBE2R2-AS1
ENST00000668093	PGM5-AS1
ENST00000668156	LINC01501
ENST00000668332	AL355377.4
ENST00000668348	LINC01501
ENST00000668354	SNHG7
ENST00000668403	VLDLR-AS1
ENST00000668459	FAM225B
ENST00000668497	LINC02603
ENST00000668681	AL135923.2
ENST00000668698	LINC01235
ENST00000668812	AL135841.1
ENST00000668916	LINC02843
ENST00000669016	AL512604.2
ENST00000669049	LINC00476
ENST00000669106	LINC02843
ENST00000669133	AL583827.1
ENST00000669324	AL353743.2
ENST00000669453	LERFS
ENST00000669609	UBE2R2-AS1
ENST00000669680	AL353732.2
ENST00000669870	AL513318.1
ENST00000669921	AL353752.2
ENST00000669967	BX255923.2
ENST00000670006	AL353743.2
ENST00000670022	AL590491.2
ENST00000670189	LINC00476
ENST00000670314	GLIDR
ENST00000670459	MIR31HG
ENST00000670487	CT70
ENST00000670605	AL355592.1
ENST00000670636	LERFS
ENST00000670732	AL513318.1
ENST00000670754	LNCARSR
ENST00000670800	SMC5-AS1
ENST00000670830	AL592211.2
ENST00000671040	VLDLR-AS1
ENST00000671232	LNCARSR
ENST00000671261	AL161731.1
ENST00000671283	AL390067.1
ENST00000671340	BX255923.2
ENST00000671372	PGM5-AS1
ENST00000671415	BX255923.2
ENST00000671508	LINC00476
ENST00000671522	LURAP1L-AS1
ENST00000671774	APTX
ENST00000671912	APTX
ENST00000672152	APTX
ENST00000672244	APTX
ENST00000672281	APTX
ENST00000672286	APTX
ENST00000672321	PRSS47
ENST00000672438	APTX
ENST00000672476	APTX
ENST00000672493	APTX
ENST00000672519	APTX
ENST00000672535	APTX
ENST00000672553	APTX
ENST00000672615	APTX
ENST00000672846	APTX
ENST00000672905	AL591926.7
ENST00000673114	APTX
ENST00000673171	APTX
ENST00000673181	APTX
ENST00000673211	APTX
ENST00000673248	APTX
ENST00000673333	APTX
ENST00000673360	APTX
ENST00000673416	APTX
ENST00000673485	APTX
ENST00000673487	APTX
ENST00000673598	APTX
ENST00000673600	C9orf72
ENST00000673624	AL357874.3
ENST00000673697	WHRN
ENST00000673731	SOHLH1
ENST00000673752	AL158157.1
ENST00000673779	C9orf57
ENST00000673811	WHRN
ENST00000673812	AL358117.1
ENST00000673969	FAM163B
ENST00000674036	WHRN
ENST00000674048	WHRN
ENST00000674066	SOHLH1
ENST00000674109	AL158157.1
ENST00000674113	TLE1
ENST00000674513	INPP5E
ENST00000674535	ELP1
ENST00000674556	BAAT
ENST00000674687	AL590226.1
ENST00000674693	INPP5E
ENST00000674704	ELP1
ENST00000674740	ELP1
ENST00000674791	BAAT
ENST00000674836	ELP1
ENST00000674890	ELP1
ENST00000674909	BAAT
ENST00000674938	ELP1
ENST00000674948	ELP1
ENST00000675052	ELP1
ENST00000675062	ELP1
ENST00000675078	ELP1
ENST00000675215	ELP1
ENST00000675233	ELP1
ENST00000675252	ELP1
ENST00000675256	INPP5E
ENST00000675321	ELP1
ENST00000675325	ELP1
ENST00000675335	ELP1
ENST00000675370	ELP1
ENST00000675400	ELP1
ENST00000675406	ELP1
ENST00000675441	SPATA31C2
ENST00000675458	ELP1
ENST00000675507	ELP1
ENST00000675535	ELP1
ENST00000675566	ELP1
ENST00000675580	ELP1
ENST00000675602	ELP1
ENST00000675647	ELP1
ENST00000675711	ELP1
ENST00000675727	ELP1
ENST00000675748	ELP1
ENST00000675765	ELP1
ENST00000675825	ELP1
ENST00000675837	AL590226.1
ENST00000675877	ELP1
ENST00000675893	ELP1
ENST00000675938	ELP1
ENST00000675943	ELP1
ENST00000675979	ELP1
ENST00000676019	INPP5E
ENST00000676044	ELP1
ENST00000676086	ELP1
ENST00000676121	ELP1
ENST00000676162	ELP1
ENST00000676237	ELP1
ENST00000676416	ELP1
ENST00000676424	ELP1
ENST00000676429	ELP1
ENST00000676562	PTGES2
ENST00000676836	VCP
ENST00000677257	VCP
ENST00000677594	TRPM3
ENST00000677651	PTGES2
ENST00000677691	PTGES2
ENST00000677713	TRPM3
ENST00000677980	PTGES2
ENST00000678018	VCP
ENST00000678095	EXOSC3
ENST00000678174	PTGES2
ENST00000678465	VCP
ENST00000678588	EXOSC3
ENST00000678650	VCP
ENST00000678916	PTGES2
ENST00000678995	ABCA1
ENST00000679059	EXOSC3
ENST00000679204	VCP
ENST00000679345	PTGES2
ENST00000618686	BX004987.1
ENST00000400754	MAFIP
ENST00000613230	AC145212.1
ENST00000611619	AC011043.2
ENST00000612465	AC011043.1
ENST00000618679	Y_RNA
ENST00000620032	Y_RNA
ENST00000621382	AC011841.1
ENST00000616049	BX072566.1
ENST00000616157	BX072566.1
ENST00000616468	U6
ENST00000611062	U2
ENST00000612565	AL354822.1
ENST00000612919	AL592183.1
ENST00000611446	RNA5-8SN5
ENST00000614535	AL592188.1
ENST00000619317	AL592188.2
ENST00000619779	5_8S_rRNA
ENST00000621409	U2
ENST00000620265	5S_rRNA
ENST00000611690	5_8S_rRNA
ENST00000612640	AC240274.1
ENST00000612721	AC240274.1
ENST00000614336	AC240274.1
ENST00000616361	AC240274.1
ENST00000601199	AC213203.1
ENST00000612315	AC213203.2
ENST00000618083	U1
ENST00000619109	U1
ENST00000612801	AC004556.1
ENST00000612848	AC004556.3
ENST00000614351	AC004556.2
ENST00000617089	AC004556.4
ENST00000618003	AC233755.1
ENST00000619729	AC233755.2
ENST00000516246	U6
ENST00000612882	AC171558.3
ENST00000616048	AC171558.4
ENST00000622674	AC171558.1
ENST00000613373	U6
ENST00000614604	AC136352.3
ENST00000615005	AC136352.5
ENST00000620810	AC136352.3
ENST00000621137	AC136352.4
ENST00000611746	AC141272.1
ENST00000612243	AC136616.2
ENST00000614110	AC136616.2
ENST00000616638	AC133551.1
ENST00000618201	AC009091.1
ENST00000619130	AC136616.3
ENST00000619806	AC007908.1
ENST00000611339	AC136616.1
ENST00000613216	AC136616.1
ENST00000621028	AC136612.1
ENST00000619792	AC023491.2
ENST00000620795	AC023491.1
ENST00000615130	AL353644.2
ENST00000616292	RNA5-8SN4
ENST00000618675	AL353644.1
ENST00000618998	5_8S_rRNA
ENST00000613204	AC007325.4
ENST00000615362	AC007325.3
ENST00000617983	AC007325.1
ENST00000615165	AC007325.2
ENST00000621424	AC007325.2
ENST00000616830	U6
ENST00000612925	U1
ENST00000361227	MT-ND3
ENST00000361335	MT-ND4L
ENST00000361381	MT-ND4
ENST00000361390	MT-ND1
ENST00000361453	MT-ND2
ENST00000361567	MT-ND5
ENST00000361624	MT-CO1
ENST00000361739	MT-CO2
ENST00000361789	MT-CYB
ENST00000361851	MT-ATP8
ENST00000361899	MT-ATP6
ENST00000362079	MT-CO3
ENST00000386347	MT-TL1
ENST00000387314	MT-TF
ENST00000387342	MT-TV
ENST00000387347	MT-RNR2
ENST00000387365	MT-TI
ENST00000387377	MT-TM
ENST00000387382	MT-TW
ENST00000387419	MT-TD
ENST00000387421	MT-TK
ENST00000387429	MT-TG
ENST00000387439	MT-TR
ENST00000387441	MT-TH
ENST00000387449	MT-TS2
ENST00000387456	MT-TL2
ENST00000387460	MT-TT
ENST00000389680	MT-RNR1
ENST00000361681	MT-ND6
ENST00000387372	MT-TQ
ENST00000387392	MT-TA
ENST00000387400	MT-TN
ENST00000387405	MT-TC
ENST00000387409	MT-TY
ENST00000387416	MT-TS1
ENST00000387459	MT-TE
ENST00000387461	MT-TP
ENST00000019019	FTSJ1
ENST00000039007	OTC
ENST00000055335	PPP1R3F
ENST00000158526	FAM50A
ENST00000171757	P2RY10
ENST00000173898	TRO
ENST00000194900	DLG3
ENST00000204961	EFNB1
ENST00000217909	SLC25A43
ENST00000217957	VSIG1
ENST00000217961	STS
ENST00000217971	PGRMC1
ENST00000218004	NXT2
ENST00000218008	ATP1B4
ENST00000218032	TLR8
ENST00000218056	WDR13
ENST00000218068	PAGE4
ENST00000218075	GLRA2
ENST00000218089	STAG2
ENST00000218099	F9
ENST00000218104	ABCD1
ENST00000218147	BCORL1
ENST00000218197	SLC25A14
ENST00000218200	FMR1
ENST00000218224	PQBP1
ENST00000218249	RAB40AL
ENST00000218316	GPR50
ENST00000218340	RP2
ENST00000218348	USP11
ENST00000218364	HTATSF1
ENST00000218388	TIMP1
ENST00000218432	PIN4
ENST00000218439	MAGED2
ENST00000233836	CCT4P2
ENST00000243286	TCEAL3
ENST00000243300	NRK
ENST00000243314	MAGEA9
ENST00000243325	RAB9A
ENST00000244174	IL9R
ENST00000246174	ARMCX5
ENST00000247140	PQBP1
ENST00000251943	ALG13
ENST00000252336	STARD8
ENST00000252338	FAM155B
ENST00000252677	BMP15
ENST00000253039	EIF2S3
ENST00000253122	SLC6A8
ENST00000254029	WDR44
ENST00000255499	RNF128
ENST00000257013	RTL8C
ENST00000257017	RAB33A
ENST00000262640	VAMP7
ENST00000262836	PAK3
ENST00000262843	MID2
ENST00000262850	RRAGB
ENST00000262858	MAMLD1
ENST00000263519	ATP2B3
ENST00000276014	CCNB3
ENST00000276052	CDK16
ENST00000276055	CHST7
ENST00000276066	RAB41
ENST00000276072	TAF1
ENST00000276079	NONO
ENST00000276096	EBP
ENST00000276123	ZNF711
ENST00000276127	CPXCR1
ENST00000276175	TBC1D8B
ENST00000276185	FRMPD3
ENST00000276198	HTR2C
ENST00000276202	DOCK11
ENST00000276204	DOCK11
ENST00000276211	ARHGAP36
ENST00000276344	MAGEA4
ENST00000279451	CNKSR2
ENST00000283891	TGIF2LX
ENST00000285879	MAGEC1
ENST00000286049	XAGE2
ENST00000286428	VBP1
ENST00000286437	AFF2
ENST00000286448	VAMP7
ENST00000286482	MAGEA8
ENST00000286824	TSPAN7
ENST00000287538	ZIC3
ENST00000288381	TMEM164
ENST00000288839	SSX2B
ENST00000289290	PLS3
ENST00000289619	PAGE5
ENST00000290277	ARAF
ENST00000297866	CFAP47
ENST00000297875	SYTL5
ENST00000298190	KRBOX4
ENST00000298274	PCDH11X
ENST00000298296	MAGEC3
ENST00000298556	HPRT1
ENST00000299906	FAM199X
ENST00000302196	IL1RAPL1
ENST00000302548	GPR82
ENST00000302805	SPRY3
ENST00000303227	GLOD5
ENST00000303758	HMGN1P35
ENST00000303843	REPS2
ENST00000304270	SPACA5B
ENST00000304355	SPACA5
ENST00000304543	ZFX
ENST00000304778	LONRF3
ENST00000305536	RBMX2
ENST00000306167	MTM1
ENST00000307367	CLCN5
ENST00000307771	ZRSR2
ENST00000307959	ARR3
ENST00000308293	TENT5D
ENST00000309296	SNURFL
ENST00000310164	ZCCHC12
ENST00000310452	TBC1D8B
ENST00000311912	TLR8
ENST00000312196	MSL3
ENST00000312214	FAM3C2P
ENST00000312600	PABPC5
ENST00000313548	CFAP47
ENST00000313871	AKAP17A
ENST00000316594	HNRNPH2
ENST00000317881	SLC25A5
ENST00000317902	BAG1P1
ENST00000318504	ZNF185
ENST00000318529	ZNF185
ENST00000318636	CA5B
ENST00000319167	TRO
ENST00000319560	TMEM31
ENST00000320857	SSR4
ENST00000321143	HCCS
ENST00000322139	FAM133A
ENST00000323684	CBLL2
ENST00000324342	RNF128
ENST00000324447	SAGE1
ENST00000324545	USP9X
ENST00000324765	DIAPH2
ENST00000324799	IDSP1
ENST00000324823	ZNF185
ENST00000325250	MAGEB18
ENST00000325307	HMGB3
ENST00000326194	PORCN
ENST00000326587	MAGED1
ENST00000326624	ZBTB33
ENST00000327968	DDX53
ENST00000328078	GLUD2
ENST00000328300	COL4A5
ENST00000329035	TCEAL2
ENST00000329209	RIBC1
ENST00000329236	RBM10
ENST00000329312	CYLC1
ENST00000329357	FAM47B
ENST00000329806	RPS27AP20
ENST00000329903	CNGA2
ENST00000330045	BRCC3
ENST00000330288	SMIM10
ENST00000330374	VMA21
ENST00000331035	IL3RA
ENST00000331220	MAGEA2B
ENST00000331267	RPL21P132
ENST00000331595	BGN
ENST00000332070	PHF6
ENST00000332262	GPRASP2
ENST00000332270	CSGALNACT2P1
ENST00000332359	BX322650.1
ENST00000332431	TCEAL7
ENST00000332582	GPR173
ENST00000332647	FAM133A
ENST00000333026	DGAT2L6
ENST00000333104	MAGEA11
ENST00000333646	MED12
ENST00000334036	DMRTC1B
ENST00000334060	SHOX
ENST00000334118	AL590240.1
ENST00000334136	HDAC6
ENST00000334356	AKAP14
ENST00000334557	FMR1
ENST00000334937	ZNF81
ENST00000335565	SLITRK2
ENST00000335972	UBA1
ENST00000336169	RGN
ENST00000336279	HEPH
ENST00000336387	DNAAF6
ENST00000336470	GNL3L
ENST00000336803	CLDN2
ENST00000336949	MID1IP1
ENST00000337339	MSL3
ENST00000337474	AVPR2
ENST00000337685	PWWP3B
ENST00000337852	SUV39H1
ENST00000338222	UBQLN2
ENST00000338270	ERAS
ENST00000338352	OTUD6A
ENST00000338565	ZFX
ENST00000338616	OR13H1
ENST00000338637	ZNF81
ENST00000338647	ZFP92
ENST00000338702	MAOA
ENST00000338901	EDA
ENST00000338957	ZC3H12B
ENST00000339042	DUSP21
ENST00000339140	FOXR2
ENST00000339231	SLC25A14
ENST00000339249	ZNF449
ENST00000339534	ZCCHC13
ENST00000340096	OFD1
ENST00000340131	WASH6P
ENST00000340433	RTL4
ENST00000340438	GSPT2
ENST00000340647	BRCC3
ENST00000341016	H2AP
ENST00000341189	ARMCX3
ENST00000341408	VCX
ENST00000341514	ATP7A
ENST00000341558	FOXO4
ENST00000342014	BMX
ENST00000342206	IGBP1
ENST00000342251	AFF2
ENST00000342595	NYX
ENST00000342691	RPL32P36
ENST00000342782	DUSP9
ENST00000342972	MAGEH1
ENST00000342995	EZHIP
ENST00000343002	HEPH
ENST00000343524	ATG4A
ENST00000343533	ATP7A
ENST00000343905	SOWAHD
ENST00000344302	KRBOX4
ENST00000344746	RPL10
ENST00000344799	IL1RAPL2
ENST00000345734	ATG4A
ENST00000345781	RBM10
ENST00000345830	MAGEA8
ENST00000346330	UBE2A
ENST00000347546	MAGED2
ENST00000348343	BMX
ENST00000348411	FTSJ1
ENST00000348603	CCNB3
ENST00000348912	AMELX
ENST00000349466	ATP2B3
ENST00000349874	PPEF1
ENST00000351072	XAGE5
ENST00000352078	RGN
ENST00000353656	GYG2
ENST00000354480	RBM3
ENST00000354514	H2AB2
ENST00000354719	STK26
ENST00000354842	ARMCX4
ENST00000355016	H2BW2
ENST00000355020	GLRA2
ENST00000355220	MAGEA11
ENST00000355432	CSF2RA
ENST00000355640	XIAP
ENST00000355805	CSF2RA
ENST00000355808	PDHA1
ENST00000355827	DIAPH2
ENST00000355899	PLS3
ENST00000355961	PORCN
ENST00000356413	IGBP1
ENST00000356450	NUDT10
ENST00000356661	MAGEA1
ENST00000356790	MAGEB10
ENST00000356892	SASH3
ENST00000357121	OCRL
ENST00000357175	PWWP3B
ENST00000357227	CDK16
ENST00000357242	TBC1D8B
ENST00000357277	REPS2
ENST00000357412	LINC01560
ENST00000357607	BMX
ENST00000357916	MAGEA12
ENST00000358047	FAM47C
ENST00000358094	KLF8
ENST00000358741	NLGN3
ENST00000358892	MAMLD1
ENST00000359149	ATP2B3
ENST00000359293	EOLA1
ENST00000359361	ARSF
ENST00000359512	WASH6P
ENST00000359882	PORCN
ENST00000360027	SH2D1A
ENST00000360035	NXF4
ENST00000360243	MAGEA4
ENST00000360270	MSN
ENST00000360648	PAK3
ENST00000360700	ZNF711
ENST00000360845	GNL3L
ENST00000361201	CSAG4
ENST00000361229	BHLHB9
ENST00000361298	BEX3
ENST00000361306	EGFL6
ENST00000361319	ATP1B4
ENST00000361446	GAGE12B
ENST00000361470	MAGEE1
ENST00000361511	PPEF1
ENST00000361600	GPRASP1
ENST00000361603	COL4A5
ENST00000361644	MAGEB3
ENST00000361655	PCDH11X
ENST00000361672	MSL3
ENST00000361724	PCDH11X
ENST00000361726	GJB1
ENST00000361971	PLXNB3
ENST00000361980	SLC25A14
ENST00000361988	PORCN
ENST00000362097	GAGE2A
ENST00000362131	MIR448
ENST00000362356	RNU6-50P
ENST00000362552	VTRNA3-1P
ENST00000362694	RNA5SP502
ENST00000362697	Y_RNA
ENST00000362731	RNU6-562P
ENST00000362752	RN7SKP20
ENST00000362962	Y_RNA
ENST00000363015	RNU6-330P
ENST00000363552	AL590229.1
ENST00000363561	RNU4-81P
ENST00000363566	Y_RNA
ENST00000363603	RNA5SP507
ENST00000363750	AC112497.1
ENST00000363765	Y_RNA
ENST00000363832	Y_RNA
ENST00000363982	RNA5SP499
ENST00000364036	RNU6-854P
ENST00000364130	RNA5SP516
ENST00000364225	RNU6-266P
ENST00000364507	RNY4P23
ENST00000364537	AC079169.1
ENST00000364573	RNU6-309P
ENST00000364577	RNA5SP509
ENST00000364697	RNA5SP510
ENST00000364748	RNA5SP505
ENST00000364789	RNU12-2P
ENST00000364790	AC095353.1
ENST00000364796	AC121343.1
ENST00000364956	RNU6-867P
ENST00000365042	RN7SKP189
ENST00000365154	RNU6-934P
ENST00000365181	RNU6-382P
ENST00000365274	Y_RNA
ENST00000365313	AL109931.1
ENST00000365402	Y_RNA
ENST00000365537	Y_RNA
ENST00000365540	Y_RNA
ENST00000365599	Y_RNA
ENST00000365603	RN7SKP81
ENST00000365779	MBTPS2
ENST00000366185	KANTR
ENST00000366220	SHISA5P2
ENST00000366224	AL591503.1
ENST00000367074	RDXP3
ENST00000367574	PORCN
ENST00000369423	IL9R
ENST00000369459	BRCC3
ENST00000369462	BRCC3
ENST00000369498	FUNDC2
ENST00000369505	F8A2
ENST00000369550	DKC1
ENST00000369682	PLXNA3
ENST00000369762	ATP6AP1
ENST00000369776	TAZ
ENST00000369817	RPL10
ENST00000369835	EMD
ENST00000369842	EMD
ENST00000369912	TKTL1
ENST00000369915	TKTL1
ENST00000369929	OPN1MW2
ENST00000369951	OPN1LW
ENST00000369982	TMEM187
ENST00000370049	AVPR2
ENST00000370085	SSR4
ENST00000370086	SSR4
ENST00000370087	SSR4
ENST00000370100	SRPK3
ENST00000370101	SRPK3
ENST00000370104	SRPK3
ENST00000370108	SRPK3
ENST00000370129	ABCD1
ENST00000370167	DUSP9
ENST00000370186	ATP2B3
ENST00000370249	ZNF275
ENST00000370251	ZNF275
ENST00000370268	ZNF185
ENST00000370270	ZNF185
ENST00000370274	NSDHL
ENST00000370278	MAGEA3
ENST00000370293	MAGEA2B
ENST00000370335	MAGEA4
ENST00000370340	MAGEA4
ENST00000370350	FATE1
ENST00000370353	PRRG3
ENST00000370354	PRRG3
ENST00000370357	PASD1
ENST00000370361	VMA21
ENST00000370387	MTMR1
ENST00000370390	MTMR1
ENST00000370393	MTM1
ENST00000370396	MTM1
ENST00000370401	MAMLD1
ENST00000370416	HSFX1
ENST00000370457	AFF2
ENST00000370458	AFF2
ENST00000370460	AFF2
ENST00000370467	FMR1NB
ENST00000370470	FMR1
ENST00000370471	FMR1
ENST00000370475	FMR1
ENST00000370477	FMR1
ENST00000370490	SLITRK2
ENST00000370493	SPANXN1
ENST00000370504	SPANXN4
ENST00000370518	SPANXA2
ENST00000370535	LINC00632
ENST00000370606	ZIC3
ENST00000370628	CD40LG
ENST00000370629	CD40LG
ENST00000370634	VGLL1
ENST00000370648	BRS3
ENST00000370652	ADGRG4
ENST00000370674	FHL1
ENST00000370676	FHL1
ENST00000370683	FHL1
ENST00000370695	SLC9A6
ENST00000370698	SLC9A6
ENST00000370701	SLC9A6
ENST00000370709	SAGE1
ENST00000370752	INTS6L
ENST00000370761	ZNF449
ENST00000370784	FAM122C
ENST00000370785	FAM122C
ENST00000370799	PHF6
ENST00000370800	PHF6
ENST00000370803	PHF6
ENST00000370809	CCDC160
ENST00000370921	ARHGAP36
ENST00000370922	ARHGAP36
ENST00000370947	RBMX2
ENST00000371105	XPNPEP2
ENST00000371106	XPNPEP2
ENST00000371113	OCRL
ENST00000371125	PRR32
ENST00000371139	SH2D1A
ENST00000371144	STAG2
ENST00000371145	STAG2
ENST00000371157	STAG2
ENST00000371160	STAG2
ENST00000371199	XIAP
ENST00000371315	MCTS1
ENST00000371317	MCTS1
ENST00000371388	RHOXF2
ENST00000371422	AKAP14
ENST00000371425	AKAP14
ENST00000371431	AKAP14
ENST00000371437	NDUFA1
ENST00000371558	UBE2A
ENST00000371569	UBE2A
ENST00000371628	LONRF3
ENST00000371642	IL13RA1
ENST00000371666	IL13RA1
ENST00000371822	WDR44
ENST00000371825	WDR44
ENST00000371848	WDR44
ENST00000371906	AGTR2
ENST00000371920	LUZP4
ENST00000371921	LUZP4
ENST00000371950	HTR2C
ENST00000371951	HTR2C
ENST00000371970	TRPC5OS
ENST00000371979	ALG13
ENST00000372007	PAK3
ENST00000372010	PAK3
ENST00000372068	TMEM164
ENST00000372072	TMEM164
ENST00000372073	TMEM164
ENST00000372103	NXT2
ENST00000372106	NXT2
ENST00000372107	NXT2
ENST00000372232	ATG4A
ENST00000372246	ATG4A
ENST00000372418	PRPS1
ENST00000372419	PRPS1
ENST00000372428	PRPS1
ENST00000372435	PRPS1
ENST00000372451	MYCLP1
ENST00000372453	DNAAF6
ENST00000372544	RADX
ENST00000372548	RADX
ENST00000372552	PWWP3B
ENST00000372582	IL1RAPL2
ENST00000372624	TCEAL1
ENST00000372625	TCEAL1
ENST00000372626	TCEAL1
ENST00000372627	TCEAL3
ENST00000372628	TCEAL3
ENST00000372629	TCEAL4
ENST00000372634	BEX3
ENST00000372635	BEX3
ENST00000372645	BEX3
ENST00000372656	TCEAL9
ENST00000372661	TCEAL9
ENST00000372666	TCEAL7
ENST00000372691	BEX4
ENST00000372695	BEX4
ENST00000372735	BHLHB9
ENST00000372742	ARMCX5
ENST00000372780	TCEAL2
ENST00000372828	ARMCX7P
ENST00000372829	ARMCX1
ENST00000372849	RPL36A
ENST00000372916	DRP2
ENST00000372926	CENPI
ENST00000372927	CENPI
ENST00000372930	TMEM35A
ENST00000372953	ARL13A
ENST00000372972	CSTF2
ENST00000373004	SRPX2
ENST00000373031	TNMD
ENST00000373040	RPA4
ENST00000373049	DIAPH2
ENST00000373054	DIAPH2
ENST00000373061	DIAPH2
ENST00000373088	PCDH11X
ENST00000373094	PCDH11X
ENST00000373097	PCDH11X
ENST00000373105	PABPC5
ENST00000373111	CPXCR1
ENST00000373114	KLHL4
ENST00000373119	KLHL4
ENST00000373125	DACH2
ENST00000373131	DACH2
ENST00000373165	ZNF711
ENST00000373173	APOOL
ENST00000373212	SH3BGRL
ENST00000373294	TBX22
ENST00000373296	TBX22
ENST00000373316	PGK1
ENST00000373335	COX7B
ENST00000373357	PBDC1
ENST00000373358	PBDC1
ENST00000373373	UPRT
ENST00000373379	UPRT
ENST00000373383	UPRT
ENST00000373502	CHIC1
ENST00000373504	CHIC1
ENST00000373514	CDX4
ENST00000373521	PABPC1L2B
ENST00000373532	DMRTC1B
ENST00000373533	DMRTC1B
ENST00000373662	PIN4
ENST00000373669	PIN4
ENST00000373677	NHSL2
ENST00000373695	GCNA
ENST00000373696	GCNA
ENST00000373701	OGT
ENST00000373719	OGT
ENST00000373775	TAF1
ENST00000373790	TAF1
ENST00000373829	ITGB1BP2
ENST00000373841	NONO
ENST00000373856	NONO
ENST00000374029	GJB1
ENST00000374051	NLGN3
ENST00000374080	MED12
ENST00000374102	MED12
ENST00000374259	FOXO4
ENST00000374355	DLG3
